Date,Buy Cash,Buy Transfer,Sell,inflation_rate_vn,inflation_rate_us,fdi_vn,fdi_us
2013-01-01,20760.0,20810.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-02,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-03,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-04,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-05,20765.0,20815.0,20855.0,0.0707,0.016,1.39,40.6
2013-01-06,20765.0,20815.0,20855.0,0.0707,0.016,1.39,40.6
2013-01-07,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-08,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-09,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-10,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-11,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-12,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-13,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-14,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-15,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-16,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-17,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-18,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-19,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-20,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-21,20770.0,20820.0,20860.0,0.0707,0.016,1.39,40.6
2013-01-22,20780.0,20830.0,20870.0,0.0707,0.016,1.39,40.6
2013-01-23,20780.0,20830.0,20870.0,0.0707,0.016,1.39,40.6
2013-01-24,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-25,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-26,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-27,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-28,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-29,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-30,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-01-31,20775.0,20825.0,20865.0,0.0707,0.016,1.39,40.6
2013-02-01,20775.0,20825.0,20865.0,0.0702,0.02,1.39,40.6
2013-02-02,20775.0,20825.0,20865.0,0.0702,0.02,1.39,40.6
2013-02-03,20775.0,20825.0,20865.0,0.0702,0.02,1.39,40.6
2013-02-04,20765.0,20815.0,20855.0,0.0702,0.02,1.39,40.6
2013-02-05,20765.0,20815.0,20855.0,0.0702,0.02,1.39,40.6
2013-02-06,20750.0,20800.0,20850.0,0.0702,0.02,1.39,40.6
2013-02-07,20750.0,20800.0,20840.0,0.0702,0.02,1.39,40.6
2013-02-08,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-09,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-10,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-11,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-12,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-13,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-14,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-15,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-16,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-17,20750.0,20800.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-18,20780.0,20830.0,20880.0,0.0702,0.02,1.39,40.6
2013-02-19,20785.0,20835.0,20895.0,0.0702,0.02,1.39,40.6
2013-02-20,20815.0,20865.0,20950.0,0.0702,0.02,1.39,40.6
2013-02-21,20860.0,20890.0,21000.0,0.0702,0.02,1.39,40.6
2013-02-22,20800.0,20850.0,20940.0,0.0702,0.02,1.39,40.6
2013-02-23,20790.0,20840.0,20930.0,0.0702,0.02,1.39,40.6
2013-02-24,20790.0,20840.0,20930.0,0.0702,0.02,1.39,40.6
2013-02-25,20820.0,20870.0,20940.0,0.0702,0.02,1.39,40.6
2013-02-26,20840.0,20870.0,20940.0,0.0702,0.02,1.39,40.6
2013-02-27,20870.0,20900.0,20990.0,0.0702,0.02,1.39,40.6
2013-02-28,20860.0,20890.0,20980.0,0.0702,0.02,1.39,40.6
2013-03-01,20870.0,20900.0,20980.0,0.0664,0.015,1.39,40.6
2013-03-02,20870.0,20900.0,20980.0,0.0664,0.015,1.39,40.6
2013-03-03,20870.0,20900.0,20980.0,0.0664,0.015,1.39,40.6
2013-03-04,20870.0,20900.0,20990.0,0.0664,0.015,1.39,40.6
2013-03-05,20910.0,20940.0,21020.0,0.0664,0.015,1.39,40.6
2013-03-06,20870.0,20900.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-07,20870.0,20900.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-08,20870.0,20900.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-09,20870.0,20900.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-10,20870.0,20900.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-11,20880.0,20910.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-12,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-13,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-14,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-15,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-16,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-17,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-18,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-19,20890.0,20920.0,20970.0,0.0664,0.015,1.39,40.6
2013-03-20,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-21,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-22,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-23,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-24,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-25,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-26,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-27,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-28,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-29,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-30,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-03-31,20890.0,20920.0,20960.0,0.0664,0.015,1.39,40.6
2013-04-01,20890.0,20920.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-02,20890.0,20920.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-03,20885.0,20915.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-04,20885.0,20915.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-05,20780.0,20910.0,20955.0,0.0661,0.011,4.676666666666667,42.8
2013-04-06,20780.0,20910.0,20955.0,0.0661,0.011,4.676666666666667,42.8
2013-04-07,20780.0,20910.0,20955.0,0.0661,0.011,4.676666666666667,42.8
2013-04-08,20885.0,20915.0,20955.0,0.0661,0.011,4.676666666666667,42.8
2013-04-09,20860.0,20880.0,20930.0,0.0661,0.011,4.676666666666667,42.8
2013-04-10,20790.0,20840.0,20890.0,0.0661,0.011,4.676666666666667,42.8
2013-04-11,20780.0,20830.0,20880.0,0.0661,0.011,4.676666666666667,42.8
2013-04-12,20780.0,20830.0,20880.0,0.0661,0.011,4.676666666666667,42.8
2013-04-13,20780.0,20830.0,20880.0,0.0661,0.011,4.676666666666667,42.8
2013-04-14,20780.0,20830.0,20880.0,0.0661,0.011,4.676666666666667,42.8
2013-04-15,20820.0,20870.0,20940.0,0.0661,0.011,4.676666666666667,42.8
2013-04-16,20840.0,20890.0,20950.0,0.0661,0.011,4.676666666666667,42.8
2013-04-17,20820.0,20870.0,20930.0,0.0661,0.011,4.676666666666667,42.8
2013-04-18,20840.0,20870.0,20930.0,0.0661,0.011,4.676666666666667,42.8
2013-04-19,20840.0,20870.0,20930.0,0.0661,0.011,4.676666666666667,42.8
2013-04-20,20840.0,20870.0,20930.0,0.0661,0.011,4.676666666666667,42.8
2013-04-21,20840.0,20870.0,20930.0,0.0661,0.011,4.676666666666667,42.8
2013-04-23,20840.0,20890.0,20950.0,0.0661,0.011,4.676666666666667,42.8
2013-04-24,20850.0,20900.0,20950.0,0.0661,0.011,4.676666666666667,42.8
2013-04-25,20860.0,20910.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-26,20860.0,20910.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-27,20860.0,20910.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-28,20860.0,20910.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-29,20860.0,20910.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-04-30,20860.0,20910.0,20960.0,0.0661,0.011,4.676666666666667,42.8
2013-05-01,20860.0,20910.0,20960.0,0.0636,0.014,4.676666666666667,42.8
2013-05-02,20860.0,20910.0,20960.0,0.0636,0.014,4.676666666666667,42.8
2013-05-03,20860.0,20910.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-04,20860.0,20910.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-05,20860.0,20910.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-06,20860.0,20910.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-07,20860.0,20910.0,20960.0,0.0636,0.014,4.676666666666667,42.8
2013-05-08,20880.0,20910.0,20960.0,0.0636,0.014,4.676666666666667,42.8
2013-05-09,20885.0,20915.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-10,20885.0,20915.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-11,20885.0,20915.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-12,20885.0,20915.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-13,20885.0,20915.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-14,20885.0,20915.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-15,20885.0,20915.0,20965.0,0.0636,0.014,4.676666666666667,42.8
2013-05-16,20900.0,20930.0,21000.0,0.0636,0.014,4.676666666666667,42.8
2013-05-17,20910.0,20940.0,21020.0,0.0636,0.014,4.676666666666667,42.8
2013-05-18,20910.0,20940.0,21020.0,0.0636,0.014,4.676666666666667,42.8
2013-05-19,20910.0,20940.0,21020.0,0.0636,0.014,4.676666666666667,42.8
2013-05-20,20920.0,20950.0,21035.0,0.0636,0.014,4.676666666666667,42.8
2013-05-21,20920.0,20950.0,21030.0,0.0636,0.014,4.676666666666667,42.8
2013-05-22,20930.0,20960.0,21030.0,0.0636,0.014,4.676666666666667,42.8
2013-05-23,20930.0,20960.0,21030.0,0.0636,0.014,4.676666666666667,42.8
2013-05-24,20940.0,20970.0,21030.0,0.0636,0.014,4.676666666666667,42.8
2013-05-25,20940.0,20970.0,21030.0,0.0636,0.014,4.676666666666667,42.8
2013-05-26,20940.0,20970.0,21030.0,0.0636,0.014,4.676666666666667,42.8
2013-05-27,20940.0,20970.0,21030.0,0.0636,0.014,4.676666666666667,42.8
2013-05-28,20940.0,20970.0,21036.0,0.0636,0.014,4.676666666666667,42.8
2013-05-29,20950.0,20980.0,21036.0,0.0636,0.014,4.676666666666667,42.8
2013-05-30,20950.0,20980.0,21036.0,0.0636,0.014,4.676666666666667,42.8
2013-05-31,20950.0,20980.0,21036.0,0.0636,0.014,4.676666666666667,42.8
2013-06-01,20950.0,20980.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-02,20950.0,20980.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-03,20950.0,20980.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-04,20950.0,20980.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-05,20965.0,20995.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-06,20965.0,20995.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-07,20965.0,20995.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-08,20965.0,20995.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-09,20965.0,20995.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-10,20965.0,20995.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-11,20970.0,21000.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-12,20980.0,21010.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-13,20995.0,21025.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-14,21030.0,21036.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-15,21030.0,21036.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-16,21030.0,21036.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-17,21025.0,21030.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-18,21030.0,21035.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-19,21020.0,21025.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-20,21020.0,21025.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-21,21030.0,21035.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-22,21030.0,21035.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-23,21030.0,21035.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-24,21020.0,21025.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-25,21020.0,21025.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-26,21020.0,21025.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-27,21020.0,21025.0,21036.0,0.0669,0.018,4.676666666666667,42.8
2013-06-28,21100.0,21130.0,21220.0,0.0669,0.018,4.676666666666667,42.8
2013-06-29,21100.0,21130.0,21220.0,0.0669,0.018,4.676666666666667,42.8
2013-06-30,21100.0,21130.0,21220.0,0.0669,0.018,4.676666666666667,42.8
2013-07-01,21130.0,21160.0,21230.0,0.0729,0.02,7.626666666666666,41.8
2013-07-02,21140.0,21170.0,21240.0,0.0729,0.02,7.626666666666666,41.8
2013-07-03,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-04,21190.0,21220.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-05,21200.0,21220.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-06,21200.0,21220.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-07,21200.0,21220.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-08,21210.0,21230.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-09,21210.0,21230.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-10,21210.0,21230.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-11,21210.0,21230.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-12,21150.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-13,21150.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-14,21150.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-15,21170.0,21190.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-16,21170.0,21190.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-17,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-18,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-19,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-20,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-21,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-22,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-23,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-24,21170.0,21200.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-25,21160.0,21190.0,21240.0,0.0729,0.02,7.626666666666666,41.8
2013-07-26,21165.0,21195.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-27,21165.0,21195.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-28,21165.0,21195.0,21246.0,0.0729,0.02,7.626666666666666,41.8
2013-07-29,21140.0,21170.0,21230.0,0.0729,0.02,7.626666666666666,41.8
2013-07-30,21110.0,21140.0,21220.0,0.0729,0.02,7.626666666666666,41.8
2013-07-31,21100.0,21130.0,21190.0,0.0729,0.02,7.626666666666666,41.8
2013-08-01,21080.0,21110.0,21180.0,0.075,0.015,7.626666666666666,41.8
2013-08-02,21060.0,21090.0,21160.0,0.075,0.015,7.626666666666666,41.8
2013-08-03,21060.0,21090.0,21160.0,0.075,0.015,7.626666666666666,41.8
2013-08-04,21060.0,21090.0,21160.0,0.075,0.015,7.626666666666666,41.8
2013-08-05,21040.0,21070.0,21150.0,0.075,0.015,7.626666666666666,41.8
2013-08-06,20980.0,21000.0,21090.0,0.075,0.015,7.626666666666666,41.8
2013-08-07,21030.0,21060.0,21140.0,0.075,0.015,7.626666666666666,41.8
2013-08-08,21040.0,21070.0,21140.0,0.075,0.015,7.626666666666666,41.8
2013-08-09,21035.0,21065.0,21135.0,0.075,0.015,7.626666666666666,41.8
2013-08-10,21035.0,21065.0,21135.0,0.075,0.015,7.626666666666666,41.8
2013-08-11,21035.0,21065.0,21135.0,0.075,0.015,7.626666666666666,41.8
2013-08-12,21040.0,21070.0,21130.0,0.075,0.015,7.626666666666666,41.8
2013-08-13,21040.0,21070.0,21130.0,0.075,0.015,7.626666666666666,41.8
2013-08-14,21040.0,21070.0,21125.0,0.075,0.015,7.626666666666666,41.8
2013-08-15,21040.0,21070.0,21125.0,0.075,0.015,7.626666666666666,41.8
2013-08-16,21040.0,21070.0,21120.0,0.075,0.015,7.626666666666666,41.8
2013-08-17,21040.0,21070.0,21120.0,0.075,0.015,7.626666666666666,41.8
2013-08-18,21040.0,21070.0,21120.0,0.075,0.015,7.626666666666666,41.8
2013-08-19,21040.0,21070.0,21120.0,0.075,0.015,7.626666666666666,41.8
2013-08-20,21040.0,21070.0,21120.0,0.075,0.015,7.626666666666666,41.8
2013-08-21,21040.0,21070.0,21120.0,0.075,0.015,7.626666666666666,41.8
2013-08-22,21100.0,21130.0,21200.0,0.075,0.015,7.626666666666666,41.8
2013-08-23,21080.0,21110.0,21190.0,0.075,0.015,7.626666666666666,41.8
2013-08-24,21080.0,21110.0,21190.0,0.075,0.015,7.626666666666666,41.8
2013-08-25,21080.0,21110.0,21190.0,0.075,0.015,7.626666666666666,41.8
2013-08-26,21090.0,21120.0,21200.0,0.075,0.015,7.626666666666666,41.8
2013-08-27,21090.0,21120.0,21210.0,0.075,0.015,7.626666666666666,41.8
2013-08-28,21090.0,21120.0,21200.0,0.075,0.015,7.626666666666666,41.8
2013-08-29,21080.0,21110.0,21190.0,0.075,0.015,7.626666666666666,41.8
2013-08-30,21080.0,21110.0,21190.0,0.075,0.015,7.626666666666666,41.8
2013-08-31,21080.0,21110.0,21190.0,0.075,0.015,7.626666666666666,41.8
2013-09-01,21080.0,21110.0,21190.0,0.063,0.012,7.626666666666666,41.8
2013-09-02,21080.0,21110.0,21190.0,0.063,0.012,7.626666666666666,41.8
2013-09-03,21080.0,21110.0,21190.0,0.063,0.012,7.626666666666666,41.8
2013-09-04,21080.0,21110.0,21190.0,0.063,0.012,7.626666666666666,41.8
2013-09-05,21080.0,21110.0,21180.0,0.063,0.012,7.626666666666666,41.8
2013-09-06,21080.0,21110.0,21175.0,0.063,0.012,7.626666666666666,41.8
2013-09-07,21080.0,21110.0,21175.0,0.063,0.012,7.626666666666666,41.8
2013-09-08,21080.0,21110.0,21175.0,0.063,0.012,7.626666666666666,41.8
2013-09-09,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-10,21050.0,21080.0,21160.0,0.063,0.012,7.626666666666666,41.8
2013-09-11,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-12,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-13,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-14,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-15,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-16,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-17,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-18,21070.0,21100.0,21170.0,0.063,0.012,7.626666666666666,41.8
2013-09-19,21060.0,21090.0,21155.0,0.063,0.012,7.626666666666666,41.8
2013-09-20,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-21,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-22,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-23,21050.0,21080.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-24,21050.0,21080.0,21140.0,0.063,0.012,7.626666666666666,41.8
2013-09-25,21050.0,21080.0,21140.0,0.063,0.012,7.626666666666666,41.8
2013-09-26,21060.0,21090.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-27,21060.0,21090.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-28,21060.0,21090.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-29,21060.0,21090.0,21150.0,0.063,0.012,7.626666666666666,41.8
2013-09-30,21050.0,21080.0,21140.0,0.063,0.012,7.626666666666666,41.8
2013-10-01,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-02,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-03,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-04,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-05,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-06,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-07,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-08,21050.0,21080.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-09,21045.0,21075.0,21135.0,0.0592,0.01,10.56,43.1
2013-10-10,21040.0,21070.0,21125.0,0.0592,0.01,10.56,43.1
2013-10-11,21040.0,21070.0,21125.0,0.0592,0.01,10.56,43.1
2013-10-12,21040.0,21070.0,21125.0,0.0592,0.01,10.56,43.1
2013-10-13,21040.0,21070.0,21125.0,0.0592,0.01,10.56,43.1
2013-10-14,21040.0,21070.0,21120.0,0.0592,0.01,10.56,43.1
2013-10-15,21040.0,21070.0,21120.0,0.0592,0.01,10.56,43.1
2013-10-16,21070.0,21100.0,21150.0,0.0592,0.01,10.56,43.1
2013-10-17,21055.0,21085.0,21135.0,0.0592,0.01,10.56,43.1
2013-10-18,21055.0,21085.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-19,21055.0,21085.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-20,21055.0,21085.0,21140.0,0.0592,0.01,10.56,43.1
2013-10-21,21050.0,21080.0,21130.0,0.0592,0.01,10.56,43.1
2013-10-22,21050.0,21080.0,21130.0,0.0592,0.01,10.56,43.1
2013-10-23,21040.0,21070.0,21120.0,0.0592,0.01,10.56,43.1
2013-10-24,21040.0,21070.0,21120.0,0.0592,0.01,10.56,43.1
2013-10-25,21040.0,21070.0,21115.0,0.0592,0.01,10.56,43.1
2013-10-26,21040.0,21070.0,21115.0,0.0592,0.01,10.56,43.1
2013-10-27,21040.0,21070.0,21115.0,0.0592,0.01,10.56,43.1
2013-10-28,21040.0,21070.0,21115.0,0.0592,0.01,10.56,43.1
2013-10-29,21040.0,21070.0,21115.0,0.0592,0.01,10.56,43.1
2013-10-30,21050.0,21080.0,21120.0,0.0592,0.01,10.56,43.1
2013-10-31,21050.0,21080.0,21120.0,0.0592,0.01,10.56,43.1
2013-11-01,21045.0,21075.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-02,21045.0,21075.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-03,21045.0,21075.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-04,21040.0,21070.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-05,21040.0,21070.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-06,21045.0,21075.0,21135.0,0.0578,0.012,10.56,43.1
2013-11-07,21045.0,21075.0,21130.0,0.0578,0.012,10.56,43.1
2013-11-08,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-09,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-10,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-11,21045.0,21075.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-12,21045.0,21075.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-13,21045.0,21075.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-14,21055.0,21085.0,21125.0,0.0578,0.012,10.56,43.1
2013-11-15,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-16,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-17,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-18,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-19,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-20,21045.0,21075.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-21,21045.0,21075.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-22,21045.0,21075.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-23,21045.0,21075.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-24,21045.0,21075.0,21115.0,0.0578,0.012,10.56,43.1
2013-11-25,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-26,21060.0,21090.0,21130.0,0.0578,0.012,10.56,43.1
2013-11-27,21060.0,21090.0,21135.0,0.0578,0.012,10.56,43.1
2013-11-28,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-29,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-11-30,21050.0,21080.0,21120.0,0.0578,0.012,10.56,43.1
2013-12-01,21050.0,21080.0,21120.0,0.0604,0.015,10.56,43.1
2013-12-02,21055.0,21085.0,21125.0,0.0604,0.015,10.56,43.1
2013-12-03,21070.0,21100.0,21140.0,0.0604,0.015,10.56,43.1
2013-12-04,21070.0,21100.0,21140.0,0.0604,0.015,10.56,43.1
2013-12-05,21085.0,21115.0,21155.0,0.0604,0.015,10.56,43.1
2013-12-07,21100.0,21130.0,21150.0,0.0604,0.015,10.56,43.1
2013-12-08,21100.0,21130.0,21150.0,0.0604,0.015,10.56,43.1
